event_id,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,unibet,Unibet,2026-03-13T05:53:08Z,h2h,Essendon Bombers,4.5,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,unibet,Unibet,2026-03-13T05:53:08Z,h2h,Hawthorn Hawks,1.17,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tab,TAB,2026-03-13T05:52:18Z,h2h,Essendon Bombers,5.0,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tab,TAB,2026-03-13T05:52:18Z,h2h,Hawthorn Hawks,1.17,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tab,TAB,2026-03-13T05:52:18Z,spreads,Essendon Bombers,1.9,30.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tab,TAB,2026-03-13T05:52:18Z,spreads,Hawthorn Hawks,1.9,-30.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tab,TAB,2026-03-13T05:52:18Z,totals,Over,1.9,182.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tab,TAB,2026-03-13T05:52:18Z,totals,Under,1.9,182.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,betfair_ex_au,Betfair,2026-03-13T05:53:03Z,h2h,Essendon Bombers,6.2,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,betfair_ex_au,Betfair,2026-03-13T05:53:03Z,h2h,Hawthorn Hawks,1.19,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,betfair_ex_au,Betfair,2026-03-13T05:53:03Z,h2h_lay,Essendon Bombers,6.4,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,betfair_ex_au,Betfair,2026-03-13T05:53:03Z,h2h_lay,Hawthorn Hawks,1.2,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tabtouch,TABtouch,2026-03-13T05:52:53Z,h2h,Essendon Bombers,4.5,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tabtouch,TABtouch,2026-03-13T05:52:53Z,h2h,Hawthorn Hawks,1.2,,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tabtouch,TABtouch,2026-03-13T05:52:53Z,spreads,Essendon Bombers,1.89,30.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tabtouch,TABtouch,2026-03-13T05:52:53Z,spreads,Hawthorn Hawks,1.89,-30.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tabtouch,TABtouch,2026-03-13T05:52:53Z,totals,Over,1.89,183.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,tabtouch,TABtouch,2026-03-13T05:52:53Z,totals,Under,1.89,183.5,20260313_055316
53b6ae17b34ed1f6926a2308c36bc116,Essendon Bombers,Hawthorn Hawks,2026-03-13T08:40:00Z,neds,Neds,2026-03-13T05:52:45Z,h2h,Essendon Bombers,4.8,,20260313_055316
