event_id,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,unibet,Unibet,2026-03-05T05:52:46Z,h2h,Carlton Blues,3.6,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,unibet,Unibet,2026-03-05T05:52:46Z,h2h,Sydney Swans,1.27,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,pointsbetau,PointsBet (AU),2026-03-05T05:52:30Z,h2h,Carlton Blues,3.5,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,pointsbetau,PointsBet (AU),2026-03-05T05:52:30Z,h2h,Sydney Swans,1.3,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,pointsbetau,PointsBet (AU),2026-03-05T05:52:30Z,spreads,Carlton Blues,1.88,23.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,pointsbetau,PointsBet (AU),2026-03-05T05:52:30Z,spreads,Sydney Swans,1.88,-23.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,pointsbetau,PointsBet (AU),2026-03-05T05:52:30Z,totals,Over,1.88,172.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,pointsbetau,PointsBet (AU),2026-03-05T05:52:30Z,totals,Under,1.88,172.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tab,TAB,2026-03-05T05:52:16Z,h2h,Carlton Blues,3.7,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tab,TAB,2026-03-05T05:52:16Z,h2h,Sydney Swans,1.28,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tab,TAB,2026-03-05T05:52:16Z,spreads,Carlton Blues,1.9,22.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tab,TAB,2026-03-05T05:52:16Z,spreads,Sydney Swans,1.9,-22.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tab,TAB,2026-03-05T05:52:16Z,totals,Over,1.9,174.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tab,TAB,2026-03-05T05:52:16Z,totals,Under,1.9,174.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tabtouch,TABtouch,2026-03-05T05:52:36Z,h2h,Carlton Blues,3.65,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tabtouch,TABtouch,2026-03-05T05:52:36Z,h2h,Sydney Swans,1.28,,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tabtouch,TABtouch,2026-03-05T05:52:36Z,spreads,Carlton Blues,1.89,22.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tabtouch,TABtouch,2026-03-05T05:52:36Z,spreads,Sydney Swans,1.89,-22.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tabtouch,TABtouch,2026-03-05T05:52:36Z,totals,Over,1.89,172.5,20260305_055257
8fee12c4bd7c35137e148aca80ea659a,Sydney Swans,Carlton Blues,2026-03-05T08:30:00Z,tabtouch,TABtouch,2026-03-05T05:52:36Z,totals,Under,1.89,172.5,20260305_055257
