event_id,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,unibet,Unibet,2026-05-27T23:19:49Z,h2h,Hawthorn Hawks,1.36,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,unibet,Unibet,2026-05-27T23:19:49Z,h2h,St Kilda Saints,3.05,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,betfair_ex_au,Betfair,2026-05-27T23:20:08Z,h2h,Hawthorn Hawks,1.37,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,betfair_ex_au,Betfair,2026-05-27T23:20:08Z,h2h,St Kilda Saints,3.6,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,betfair_ex_au,Betfair,2026-05-27T23:20:08Z,h2h_lay,Hawthorn Hawks,1.38,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,betfair_ex_au,Betfair,2026-05-27T23:20:08Z,h2h_lay,St Kilda Saints,3.65,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,tab,TAB,2026-05-27T23:17:55Z,h2h,Hawthorn Hawks,1.35,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,tab,TAB,2026-05-27T23:17:55Z,h2h,St Kilda Saints,3.25,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,tab,TAB,2026-05-27T23:17:55Z,spreads,Hawthorn Hawks,1.9,-19.5,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,tab,TAB,2026-05-27T23:17:55Z,spreads,St Kilda Saints,1.9,19.5,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,tab,TAB,2026-05-27T23:17:55Z,totals,Over,1.9,179.5,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,tab,TAB,2026-05-27T23:17:55Z,totals,Under,1.9,179.5,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,betr_au,Betr,2026-05-27T23:20:08Z,h2h,Hawthorn Hawks,1.37,,20260527_232020_daily
7b91ed053d103df934a17a408c2cf101,St Kilda Saints,Hawthorn Hawks,2026-05-28T09:30:00Z,betr_au,Betr,2026-05-27T23:20:08Z,h2h,St Kilda Saints,3.1,,20260527_232020_daily
