event_id,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,sportsbet,SportsBet,2026-04-02T22:36:51Z,h2h,Carlton Blues,1.63,,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,sportsbet,SportsBet,2026-04-02T22:36:51Z,h2h,North Melbourne Kangaroos,2.3,,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,sportsbet,SportsBet,2026-04-02T22:36:51Z,spreads,Carlton Blues,1.91,-8.5,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,sportsbet,SportsBet,2026-04-02T22:36:51Z,spreads,North Melbourne Kangaroos,1.89,8.5,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,sportsbet,SportsBet,2026-04-02T22:36:51Z,totals,Over,1.9,179.5,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,sportsbet,SportsBet,2026-04-02T22:36:51Z,totals,Under,1.9,179.5,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,betfair_ex_au,Betfair,2026-04-02T22:37:18Z,h2h,Carlton Blues,1.7,,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,betfair_ex_au,Betfair,2026-04-02T22:37:18Z,h2h,North Melbourne Kangaroos,2.4,,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,betfair_ex_au,Betfair,2026-04-02T22:37:18Z,h2h_lay,Carlton Blues,1.71,,20260402_223746_daily
c7d78bf678c448165c2209fcb4474aa2,North Melbourne Kangaroos,Carlton Blues,2026-04-03T04:15:00Z,betfair_ex_au,Betfair,2026-04-02T22:37:18Z,h2h_lay,North Melbourne Kangaroos,2.42,,20260402_223746_daily
